Date,Open,High,Low,Close,Volume
21/11/1984,0.0876925,0.0883006,0.0876925,0.0876925,209673649.7
23/11/1984,0.0889088,0.0913314,0.0889088,0.0901151,160822472.3
26/11/1984,0.0910124,0.0910124,0.0910124,0.0910124,118067937.3
27/11/1984,0.093465,0.0943821,0.093465,0.093465,149470325.1
28/11/1984,0.0983401,0.100763,0.0983401,0.0983401,481600418.3
29/11/1984,0.0983401,0.0983401,0.0964857,0.0964857,205153864.3
30/11/1984,0.0964857,0.0971138,0.093465,0.093764,127528077
03/12/1984,0.093764,0.0943821,0.0925377,0.0925377,114967074.8
04/12/1984,0.0943821,0.0964857,0.0943821,0.0943821,141218981.2
05/12/1984,0.0989283,0.0989283,0.0989283,0.0989283,308427128.9
06/12/1984,0.103814,0.104432,0.103814,0.103814,372204315.4
07/12/1984,0.103814,0.107771,0.102896,0.103494,580143534.8
10/12/1984,0.103494,0.103494,0.101391,0.101391,130786530.8
11/12/1984,0.101391,0.102896,0.100165,0.100165,145213255.6
12/12/1984,0.100165,0.100165,0.0968047,0.0968047,129131055.6
13/12/1984,0.0977319,0.0995464,0.0977319,0.0977319,78414091.43
14/12/1984,0.0977319,0.101071,0.0977319,0.100165,112786002.3
17/12/1984,0.102597,0.103494,0.102597,0.102597,146921383.9
18/12/1984,0.108689,0.108987,0.108689,0.108689,399533552
19/12/1984,0.108689,0.108987,0.104432,0.104432,372467075.5
20/12/1984,0.104432,0.106236,0.103814,0.103814,164054736.4
21/12/1984,0.103814,0.104432,0.101391,0.102597,145344656.2
24/12/1984,0.104432,0.10473,0.104432,0.104432,79228753.77
26/12/1984,0.10473,0.105937,0.10473,0.10473,78808321.26
27/12/1984,0.105338,0.105937,0.105338,0.105338,115860523.7
28/12/1984,0.105338,0.109586,0.10473,0.108987,193959304.3
31/12/1984,0.110513,0.111121,0.110513,0.110513,243730199.6
02/01/1985,0.110513,0.110513,0.105937,0.105937,205653054.3
03/01/1985,0.107771,0.110513,0.107771,0.107771,195457116.1
04/01/1985,0.107771,0.108369,0.106236,0.107771,161032709.6
07/01/1985,0.107771,0.108369,0.107163,0.107163,200502618.1
08/01/1985,0.107163,0.108369,0.106236,0.106236,165552536.1
09/01/1985,0.108987,0.110513,0.108987,0.108987,195588605.9
10/01/1985,0.113853,0.114162,0.113853,0.113853,325034942.3
11/01/1985,0.113853,0.1148,0.11173,0.112946,240550564.5
14/01/1985,0.115977,0.117193,0.115977,0.115977,317256517.6
15/01/1985,0.115977,0.11812,0.113853,0.113853,310844687.6
16/01/1985,0.1148,0.116615,0.1148,0.1148,222760215.1
17/01/1985,0.1148,0.116615,0.106545,0.106545,642317704.7
18/01/1985,0.106545,0.111121,0.106236,0.108689,413723833.7
21/01/1985,0.111121,0.11173,0.111121,0.111121,381769535.7
22/01/1985,0.114162,0.1148,0.114162,0.114162,498392175
23/01/1985,0.114162,0.1148,0.112328,0.112328,505040588.4
24/01/1985,0.112328,0.112328,0.110204,0.110204,465807130.9
25/01/1985,0.110204,0.112328,0.107771,0.112328,373597030.6
28/01/1985,0.1148,0.115977,0.1148,0.1148,483544922.4
29/01/1985,0.1148,0.115707,0.113534,0.113534,262466602.8
30/01/1985,0.113534,0.115707,0.113534,0.113534,577699744.4
31/01/1985,0.113534,0.113853,0.110204,0.110204,324062657.6
01/02/1985,0.110204,0.110513,0.107771,0.108689,161584600.8
04/02/1985,0.111121,0.11144,0.111121,0.111121,255765558.3
05/02/1985,0.11173,0.113853,0.11173,0.11173,222944143.4
06/02/1985,0.113853,0.113853,0.113853,0.113853,228094632.8
07/02/1985,0.113853,0.115378,0.113534,0.113534,287982664.6
08/02/1985,0.113534,0.113853,0.11173,0.113534,154883628.6
11/02/1985,0.115707,0.116615,0.115707,0.115707,407022835.4
12/02/1985,0.115707,0.115977,0.112946,0.112946,265725060.6
13/02/1985,0.112946,0.112946,0.107771,0.107771,618273204.8
14/02/1985,0.107771,0.108689,0.10473,0.10473,500730832.7
15/02/1985,0.10473,0.106545,0.103814,0.106236,203682225.1
19/02/1985,0.105937,0.105937,0.10473,0.10473,175774756.2
20/02/1985,0.10473,0.105338,0.100165,0.100165,258051825.7
21/02/1985,0.101999,0.102597,0.101999,0.101999,361587906.6
22/02/1985,0.101999,0.105937,0.101999,0.10473,265751312.4
25/02/1985,0.10473,0.105338,0.103494,0.103494,115597727.6
26/02/1985,0.103494,0.103814,0.101391,0.101391,221682764.7
27/02/1985,0.101391,0.101391,0.0952893,0.0952893,473454155
28/02/1985,0.0952893,0.0952893,0.093764,0.093764,374306522.1
01/03/1985,0.093764,0.0943821,0.0910124,0.0943821,290268845.7
04/03/1985,0.0959075,0.0986292,0.0959075,0.0959075,179611426.3
05/03/1985,0.0983401,0.0983401,0.0983401,0.0983401,153412048.6
06/03/1985,0.0983401,0.0983401,0.093465,0.093465,227122346.1
07/03/1985,0.093465,0.093764,0.0840237,0.0840237,861057428.7
08/03/1985,0.0840237,0.0840237,0.0785404,0.0816011,555547150.7
11/03/1985,0.0843328,0.0849309,0.0843328,0.0843328,335519905.4
12/03/1985,0.0873834,0.0883006,0.0873834,0.0873834,257421128.8
13/03/1985,0.0873834,0.0873834,0.0825083,0.0825083,294604814.1
14/03/1985,0.0825083,0.0831065,0.0825083,0.0825083,283436528.1
15/03/1985,0.0825083,0.0876925,0.0819101,0.0858382,212827015.9
18/03/1985,0.0867654,0.0876925,0.0867654,0.0867654,146369516.7
19/03/1985,0.0867654,0.0876925,0.0834056,0.0834056,201133245.8
20/03/1985,0.0843328,0.0858382,0.0843328,0.0843328,475083403.4
21/03/1985,0.0858382,0.0873834,0.0858382,0.0858382,190595744.9
22/03/1985,0.0858382,0.0873834,0.0843328,0.0843328,94286176.47
25/03/1985,0.0843328,0.0843328,0.0819101,0.0819101,128999595.8
26/03/1985,0.0855291,0.0855291,0.0855291,0.0855291,142454086.1
27/03/1985,0.0855291,0.0861472,0.0831065,0.0831065,130628912.5
28/03/1985,0.0831065,0.0843328,0.0831065,0.0831065,152045585.3
29/03/1985,0.0831065,0.0843328,0.0831065,0.0840237,102274682
01/04/1985,0.0840237,0.0858382,0.0819101,0.0819101,133808560.6
02/04/1985,0.0819101,0.0825083,0.0797567,0.0797567,266802429.8
03/04/1985,0.0797567,0.0800558,0.0797567,0.0797567,284671590.8
04/04/1985,0.0797567,0.0800558,0.0782314,0.0791486,189886203.3
08/04/1985,0.0791486,0.0797567,0.0742834,0.0742834,233140097.7
09/04/1985,0.0742834,0.0749015,0.0742834,0.0742834,309583365
10/04/1985,0.0797567,0.080674,0.0797567,0.0797567,266198080
11/04/1985,0.081292,0.0834056,0.081292,0.081292,172069612.1
12/04/1985,0.081292,0.081292,0.0785404,0.0791486,85088760.69
15/04/1985,0.081292,0.0819101,0.081292,0.081292,70189035.54
16/04/1985,0.0819101,0.0825083,0.0819101,0.0819101,79360183.44
17/04/1985,0.0858382,0.0867654,0.0858382,0.0858382,144582600.8
18/04/1985,0.0867654,0.0873834,0.0867654,0.0867654,237475981.9
19/04/1985,0.0867654,0.0867654,0.0849309,0.0855291,112654604.7
22/04/1985,0.0855291,0.0855291,0.0819101,0.0819101,120354091.4
23/04/1985,0.0840237,0.0843328,0.0840237,0.0840237,138775083.5
24/04/1985,0.0840237,0.0855291,0.0834056,0.0834056,92604342.11
25/04/1985,0.0834056,0.0840237,0.0834056,0.0834056,102800262.3
26/04/1985,0.0834056,0.0858382,0.0831065,0.0831065,140430652
29/04/1985,0.0831065,0.0834056,0.0800558,0.0800558,72974538.08
30/04/1985,0.080674,0.081292,0.080674,0.080674,111130435.8
01/05/1985,0.080674,0.081292,0.0791486,0.0791486,67272155.49
02/05/1985,0.0782314,0.0782314,0.0730472,0.0730472,386867460.2
03/05/1985,0.0730472,0.076407,0.0730472,0.0761278,185497702.1
06/05/1985,0.0761278,0.0767259,0.0749015,0.0749015,65853140.35
07/05/1985,0.0761278,0.0761278,0.0761278,0.0761278,126240456.5
08/05/1985,0.0755096,0.0755096,0.0755096,0.0755096,169389203.2
09/05/1985,0.0761278,0.076407,0.0761278,0.0761278,149076186.5
10/05/1985,0.0761278,0.0779423,0.0761278,0.0767259,159639989.4
13/05/1985,0.0767259,0.0773241,0.0761278,0.0761278,102327279
14/05/1985,0.0761278,0.076407,0.0749015,0.0749015,142821922.7
15/05/1985,0.0761278,0.0773241,0.0761278,0.0761278,153017861.9
16/05/1985,0.081292,0.0834056,0.081292,0.081292,270455114.4
17/05/1985,0.081292,0.0840237,0.080674,0.0825083,248539118.2
20/05/1985,0.0825083,0.0843328,0.081292,0.081292,231326891.9
21/05/1985,0.080674,0.080674,0.0785404,0.0785404,178954444.5
22/05/1985,0.0785404,0.0791486,0.0782314,0.0782314,141429188.5
23/05/1985,0.0779423,0.0779423,0.0749015,0.0749015,280572197.8
24/05/1985,0.0749015,0.0749015,0.0688002,0.0688002,691536798.9
28/05/1985,0.067883,0.067883,0.0639349,0.0639349,599431723
29/05/1985,0.0648422,0.0654603,0.0648422,0.0648422,289243994.2
30/05/1985,0.0666666,0.067883,0.0666666,0.0666666,369445077.8
31/05/1985,0.0666666,0.0685011,0.0660485,0.0660485,433379863.5
03/06/1985,0.0645431,0.0645431,0.0608843,0.0608843,675743631.8
04/06/1985,0.0654603,0.0660485,0.0654603,0.0654603,471509548.6
05/06/1985,0.0654603,0.0672648,0.0639349,0.0639349,335992974
06/06/1985,0.0645431,0.0645431,0.0645431,0.0645431,318150041.7
07/06/1985,0.0645431,0.0645431,0.0621106,0.0621106,557518049.1
10/06/1985,0.0621106,0.0627286,0.0612033,0.0612033,370864101.9
11/06/1985,0.0612033,0.0627286,0.0612033,0.0612033,352784640.4
12/06/1985,0.0612033,0.0614924,0.0599771,0.0599771,290925809.5
13/06/1985,0.0599771,0.0602661,0.0563182,0.0563182,445231377.2
14/06/1985,0.0563182,0.0599771,0.0560192,0.0560192,663603089.2
17/06/1985,0.0563182,0.0569264,0.0563182,0.0563182,277261170.2
18/06/1985,0.0578435,0.0587409,0.0578435,0.0578435,311133720.5
19/06/1985,0.0593689,0.0602661,0.0593689,0.0593689,201763898.6
20/06/1985,0.0599771,0.0599771,0.0599771,0.0599771,223837640.5
21/06/1985,0.0612033,0.0627286,0.0612033,0.0612033,194905326.1
24/06/1985,0.0654603,0.0663775,0.0654603,0.0654603,241391412.4
25/06/1985,0.0663775,0.067883,0.0663775,0.0663775,344796105.8
26/06/1985,0.0688002,0.0688002,0.0688002,0.0688002,155093882
27/06/1985,0.0697173,0.0703255,0.0697173,0.0697173,225782185.7
28/06/1985,0.0697173,0.0703255,0.0685011,0.0685011,159245841.8
01/07/1985,0.0688002,0.0691191,0.0688002,0.0688002,121352675
02/07/1985,0.0688002,0.0691191,0.0654603,0.0654603,91185357.07
03/07/1985,0.0663775,0.0663775,0.0663775,0.0663775,80358730.96
05/07/1985,0.0666666,0.0672648,0.0666666,0.0666666,42912268.57
08/07/1985,0.0666666,0.0672648,0.0666666,0.0666666,108187299.9
09/07/1985,0.0666666,0.0672648,0.0666666,0.0666666,173514871.1
10/07/1985,0.0685011,0.0685011,0.0685011,0.0685011,124400940.6
11/07/1985,0.0685011,0.0688002,0.0685011,0.0685011,76127920.33
12/07/1985,0.0685011,0.0685011,0.067883,0.067883,55184180.7
15/07/1985,0.067883,0.0691191,0.0672648,0.0672648,91132723.01
16/07/1985,0.0672648,0.067883,0.0663775,0.0663775,168180380.2
17/07/1985,0.0666666,0.067883,0.0666666,0.0666666,138643689.9
18/07/1985,0.0666666,0.0666666,0.0654603,0.0654603,210067835.4
19/07/1985,0.0660485,0.0660485,0.0660485,0.0660485,134807152.3
22/07/1985,0.0660485,0.0660485,0.0639349,0.0639349,225598246.4
23/07/1985,0.0639349,0.0648422,0.0627286,0.0627286,197901031.9
24/07/1985,0.0627286,0.0636359,0.0614924,0.0614924,197927300.8
25/07/1985,0.0630078,0.0636359,0.0630078,0.0630078,369628990
26/07/1985,0.0630078,0.0636359,0.0630078,0.0630078,153123015.7
29/07/1985,0.0630078,0.0630078,0.0608843,0.0608843,91211571.78
30/07/1985,0.0614924,0.0621106,0.0614924,0.0614924,104955049.9
31/07/1985,0.0614924,0.0621106,0.0602661,0.0602661,94443829.88
01/08/1985,0.0602661,0.0612033,0.0602661,0.0602661,60492418.73
02/08/1985,0.0602661,0.0602661,0.0599771,0.0599771,114283858.2
05/08/1985,0.0599771,0.0602661,0.0584418,0.0584418,108318672.4
06/08/1985,0.0584418,0.0599771,0.0578435,0.0578435,73999370.54
07/08/1985,0.0578435,0.0608843,0.0563182,0.0563182,178008451.8
08/08/1985,0.0575345,0.0578435,0.0575345,0.0575345,173357196.6
09/08/1985,0.0578435,0.0578435,0.0578435,0.0578435,71502994.21
12/08/1985,0.0578435,0.0578435,0.0569264,0.0569264,64512925.84
13/08/1985,0.0578435,0.0587409,0.0578435,0.0578435,49718388.56
14/08/1985,0.0578435,0.0578435,0.055411,0.055411,340092345.9
15/08/1985,0.055411,0.0560192,0.0548028,0.0548028,123402376
16/08/1985,0.055411,0.0563182,0.055411,0.055411,98254143.81
19/08/1985,0.0569264,0.0578435,0.0569264,0.0569264,56156490.44
20/08/1985,0.0578435,0.0578435,0.0578435,0.0578435,78545509.06
21/08/1985,0.0578435,0.0578435,0.0578435,0.0578435,90344429.86
22/08/1985,0.0578435,0.0578435,0.0563182,0.0563182,144661461.6
23/08/1985,0.0563182,0.0569264,0.0560192,0.0560192,51636635.84
26/08/1985,0.0575345,0.0575345,0.0575345,0.0575345,41834847.2
27/08/1985,0.0578435,0.0578435,0.0578435,0.0578435,50349002.22
28/08/1985,0.0578435,0.0584418,0.0578435,0.0578435,48036532.14
29/08/1985,0.0578435,0.0578435,0.0563182,0.0563182,65826791.23
30/08/1985,0.0569264,0.0569264,0.0569264,0.0569264,50296453.42
03/09/1985,0.0569264,0.0569264,0.0560192,0.0560192,43937141.15
04/09/1985,0.0563182,0.0575345,0.0563182,0.0563182,55788624.78
05/09/1985,0.0563182,0.0569264,0.0563182,0.0563182,38497571.75
06/09/1985,0.0569264,0.0569264,0.0569264,0.0569264,108870494.5
09/09/1985,0.0578435,0.0584418,0.0578435,0.0578435,155225247.4
10/09/1985,0.0584418,0.0593689,0.0584418,0.0584418,142848252.8
11/09/1985,0.0587409,0.0593689,0.0587409,0.0587409,102169572.4
12/09/1985,0.0612033,0.0612033,0.0612033,0.0612033,130418621
13/09/1985,0.0612033,0.0612033,0.0599771,0.0599771,82749989.63
16/09/1985,0.0599771,0.0599771,0.0578435,0.0578435,43385331.12
17/09/1985,0.0578435,0.0578435,0.0578435,0.0578435,215559975.6
18/09/1985,0.0614924,0.0614924,0.0614924,0.0614924,140877388.5
19/09/1985,0.0645431,0.0645431,0.0645431,0.0645431,218581978.4
20/09/1985,0.0645431,0.0648422,0.0636359,0.0636359,158641373.7
23/09/1985,0.0639349,0.0648422,0.0639349,0.0639349,139116739.5
24/09/1985,0.0639349,0.0654603,0.0627286,0.0627286,103352111.4
25/09/1985,0.0627286,0.0627286,0.0602661,0.0602661,122587780.9
26/09/1985,0.0602661,0.0608843,0.0602661,0.0602661,62752359.07
27/09/1985,0.0602661,0.0608843,0.0602661,0.0602661,8093680.385
30/09/1985,0.0602661,0.0608843,0.0599771,0.0599771,42991080.23
01/10/1985,0.0599771,0.0602661,0.0599771,0.0599771,103641167.4
02/10/1985,0.0599771,0.0602661,0.0593689,0.0593689,25227036.87
03/10/1985,0.0593689,0.0593689,0.0587409,0.0587409,57391565.22
04/10/1985,0.0587409,0.0587409,0.0569264,0.0569264,81567494.74
07/10/1985,0.0569264,0.0578435,0.0569264,0.0569264,107845658
08/10/1985,0.0575345,0.0575345,0.0575345,0.0575345,102038201.9
09/10/1985,0.0575345,0.0578435,0.0569264,0.0569264,97150478.63
10/10/1985,0.0602661,0.0608843,0.0602661,0.0602661,307060614.5
11/10/1985,0.0608843,0.0614924,0.0608843,0.0608843,138775083.5
14/10/1985,0.0630078,0.0630078,0.0630078,0.0630078,182055253.8
15/10/1985,0.0645431,0.0648422,0.0645431,0.0645431,344769841.9
16/10/1985,0.0685011,0.0688002,0.0685011,0.0685011,338384247.7
17/10/1985,0.0691191,0.072439,0.0691191,0.0691191,408468138.5
18/10/1985,0.0691191,0.0697173,0.0672648,0.0672648,270323720.8
21/10/1985,0.0672648,0.0672648,0.0654603,0.0654603,139458397.4
22/10/1985,0.0685011,0.0691191,0.0685011,0.0685011,498050462.8
23/10/1985,0.0685011,0.0703255,0.0685011,0.0685011,174066697.1
24/10/1985,0.0697173,0.0715418,0.0697173,0.0697173,319831811.9
25/10/1985,0.0697173,0.0697173,0.0685011,0.0685011,74235886.77
28/10/1985,0.0685011,0.0688002,0.0685011,0.0685011,69768584.98
29/10/1985,0.0685011,0.0685011,0.067883,0.067883,153543443.2
30/10/1985,0.0721499,0.0721499,0.0721499,0.0721499,265803858.2
31/10/1985,0.0721499,0.0730472,0.0706345,0.0706345,181923893.4
01/11/1985,0.0706345,0.0721499,0.0706345,0.0706345,108581477.6
04/11/1985,0.0709436,0.072439,0.0709436,0.0709436,182685941.7
05/11/1985,0.0709436,0.072439,0.0706345,0.0706345,126161590.6
06/11/1985,0.0730472,0.0736653,0.0730472,0.0730472,235163510.8
07/11/1985,0.0742834,0.0755096,0.0742834,0.0742834,372046609.9
08/11/1985,0.0779423,0.0785404,0.0779423,0.0779423,345032661.1
11/11/1985,0.0779423,0.0785404,0.0761278,0.0761278,209726220.5
12/11/1985,0.0761278,0.0767259,0.0755096,0.0755096,203708556.2
13/11/1985,0.0755096,0.0755096,0.0736653,0.0736653,119145311.6
14/11/1985,0.0761278,0.076407,0.0761278,0.0761278,163660521.6
15/11/1985,0.0761278,0.0767259,0.0755096,0.0755096,95705179.57
18/11/1985,0.0755096,0.0761278,0.0755096,0.0755096,75733714.57
19/11/1985,0.0755096,0.0761278,0.0730472,0.0730472,110657452.5
20/11/1985,0.0730472,0.0736653,0.0721499,0.0721499,116228455.6
21/11/1985,0.0721499,0.0730472,0.0721499,0.0721499,120774533.9
22/11/1985,0.0721499,0.0730472,0.0715418,0.0721499,151047022.7
25/11/1985,0.0721499,0.0730472,0.0721499,0.072439,114021035
26/11/1985,0.072439,0.0739844,0.0721499,0.0736653,192934421.7
27/11/1985,0.0736653,0.076407,0.0730472,0.0761278,224915033.8
29/11/1985,0.0761278,0.076407,0.0755096,0.076407,116175870.7
02/12/1985,0.076407,0.0767259,0.0761278,0.0767259,117542338
03/12/1985,0.0767259,0.0773241,0.0761278,0.076407,181923893.4
04/12/1985,0.076407,0.0782314,0.076407,0.0779423,193696535.3
05/12/1985,0.0779423,0.0785404,0.0761278,0.076407,146816201
06/12/1985,0.076407,0.076407,0.0742834,0.0749015,76784892.14
09/12/1985,0.0749015,0.0761278,0.0730472,0.0736653,164081047.4
10/12/1985,0.0736653,0.0742834,0.0730472,0.0739844,235689084
11/12/1985,0.0739844,0.076407,0.0739844,0.0749015,278758998
12/12/1985,0.0755096,0.0767259,0.0755096,0.0761278,146947619.7
13/12/1985,0.0761278,0.0767259,0.0749015,0.0761278,294631064
16/12/1985,0.0761278,0.080674,0.0761278,0.0791486,338936101.9
17/12/1985,0.0791486,0.0797567,0.0773241,0.0782314,127948476.5
18/12/1985,0.081292,0.0867654,0.081292,0.0843328,656718168.6
19/12/1985,0.0843328,0.0861472,0.0840237,0.0855291,316888647.9
20/12/1985,0.0855291,0.0861472,0.0843328,0.0849309,241706757.4
23/12/1985,0.0849309,0.0855291,0.0819101,0.0831065,168022735.8
24/12/1985,0.0831065,0.0834056,0.0819101,0.0825083,75786299.48
26/12/1985,0.0825083,0.0834056,0.0819101,0.0825083,53791466.54
27/12/1985,0.0825083,0.0858382,0.0825083,0.0849309,144162134.2
30/12/1985,0.0849309,0.0858382,0.0840237,0.0843328,126319257.1
31/12/1985,0.0843328,0.0849309,0.0834056,0.0834056,102353514.7
02/01/1986,0.0834056,0.0843328,0.0825083,0.0843328,137750220
03/01/1986,0.0843328,0.0849309,0.0840237,0.0849309,284093530
06/01/1986,0.0849309,0.0849309,0.0831065,0.0843328,217084105.4
07/01/1986,0.0843328,0.0873834,0.0840237,0.0873834,551999662
08/01/1986,0.0873834,0.0892179,0.0861472,0.0867654,712795871.4
09/01/1986,0.0867654,0.0873834,0.0831065,0.0858382,524670281.1
10/01/1986,0.0858382,0.0876925,0.0858382,0.0861472,179769121.8
13/01/1986,0.0861472,0.0876925,0.0855291,0.0873834,252717359
14/01/1986,0.0873834,0.0901151,0.0855291,0.0883006,319910615.5
15/01/1986,0.0883006,0.0910124,0.0876925,0.0907133,496789139.2
16/01/1986,0.0907133,0.093764,0.0907133,0.0931559,627365458.8
17/01/1986,0.0931559,0.093764,0.0907133,0.0910124,405183389.8
20/01/1986,0.0910124,0.0910124,0.0889088,0.0907133,149470325.1
21/01/1986,0.0907133,0.0913314,0.0901151,0.0910124,178271271
22/01/1986,0.0910124,0.0913314,0.0849309,0.0889088,167759964.7
23/01/1986,0.0889088,0.0892179,0.0861472,0.0873834,183500603.1
24/01/1986,0.0873834,0.0889088,0.0858382,0.0858382,131364686.9
27/01/1986,0.0858382,0.0861472,0.0834056,0.0840237,457030235.9
28/01/1986,0.0840237,0.0849309,0.0834056,0.0843328,260784742.4
29/01/1986,0.0843328,0.0925377,0.0834056,0.089507,691641924.6
30/01/1986,0.0892179,0.0892179,0.0867654,0.0873834,277891855
31/01/1986,0.0873834,0.0883006,0.0867654,0.0876925,173278358.8
03/02/1986,0.0876925,0.0910124,0.0867654,0.0907133,410622945.1
04/02/1986,0.0907133,0.0925377,0.0901151,0.0901151,305221152.8
05/02/1986,0.0901151,0.0907133,0.0892179,0.0901151,231300585.9
06/02/1986,0.0901151,0.0919296,0.089507,0.0913314,157458875.8
07/02/1986,0.0913314,0.0913314,0.0892179,0.0910124,151809108.2
10/02/1986,0.0910124,0.0931559,0.0901151,0.0907133,131206948.3
11/02/1986,0.0907133,0.0910124,0.0892179,0.0907133,180031826.7
12/02/1986,0.0907133,0.0910124,0.0901151,0.0910124,156092429.5
13/02/1986,0.0910124,0.0910124,0.0901151,0.0907133,128316382.2
14/02/1986,0.0907133,0.0913314,0.0901151,0.0901151,161321802.7
18/02/1986,0.0901151,0.0910124,0.0883006,0.0907133,173751374.2
19/02/1986,0.0907133,0.0968047,0.0907133,0.0950002,421948904.7
20/02/1986,0.0950002,0.0964857,0.0943821,0.0952893,161794790
21/02/1986,0.0952893,0.0977319,0.0952893,0.0959075,221814167.2
24/02/1986,0.0959075,0.0977319,0.0950002,0.0977319,289900977.1
25/02/1986,0.0977319,0.100165,0.0952893,0.100165,263649009.4
26/02/1986,0.100165,0.101391,0.0986292,0.0986292,193249798.8
27/02/1986,0.0986292,0.0989283,0.0968047,0.0971138,126844796.2
28/02/1986,0.0971138,0.0983401,0.0943821,0.0950002,146789988.3
03/03/1986,0.0950002,0.0952893,0.0931559,0.093465,127659415.4
04/03/1986,0.093465,0.0950002,0.0931559,0.093465,104534663.5
05/03/1986,0.093465,0.0968047,0.0919296,0.0959075,207676528.6
06/03/1986,0.0959075,0.0977319,0.0952893,0.0964857,118882513.4
07/03/1986,0.0964857,0.0964857,0.093764,0.093764,112838506
10/03/1986,0.093764,0.0943821,0.093465,0.093465,88557497.91
11/03/1986,0.093465,0.0943821,0.0931559,0.0943821,120905944.5
12/03/1986,0.0943821,0.0952893,0.093764,0.093764,100514036
13/03/1986,0.093764,0.0950002,0.0925377,0.093764,136042184.9
14/03/1986,0.093764,0.0995464,0.093764,0.0989283,451485504.7
17/03/1986,0.0986292,0.0986292,0.0964857,0.0986292,139274410.9
18/03/1986,0.0986292,0.103494,0.0983401,0.101999,292528760
19/03/1986,0.101999,0.103494,0.100165,0.100763,222760215.1
20/03/1986,0.106236,0.112328,0.106236,0.107163,1060666528
21/03/1986,0.107163,0.108987,0.104432,0.10473,305457669
24/03/1986,0.10473,0.10473,0.100165,0.101391,345269098.1
25/03/1986,0.101391,0.105937,0.101391,0.105937,329738718.2
